short_name	gene_name	n_cells_assigned	n_guides	label_canonical
Gersbach Hep	DHX9	567	6	tf_targeting
Gersbach Hep	DLX1	835	6	tf_targeting
Gersbach Hep	DLX2	435	6	tf_targeting
Gersbach Hep	DLX3	1218	6	tf_targeting
Gersbach Hep	DLX4	566	6	tf_targeting
Gersbach Hep	DLX5	1214	6	tf_targeting
Gersbach Hep	DLX6	571	6	tf_targeting
Gersbach Hep	DMAP1	49	6	tf_targeting
Gersbach Hep	DMBX1	293	6	tf_targeting
Gersbach Hep	DMRT1	905	6	tf_targeting
Gersbach Hep	DMRT2	1113	6	tf_targeting
Gersbach Hep	DMRT3	2982	6	tf_targeting
Gersbach Hep	DMRTA1	1551	6	tf_targeting
Gersbach Hep	DMRTA2	1069	6	tf_targeting
Gersbach Hep	DMRTB1	1438	6	tf_targeting
Gersbach Hep	DMRTC2	568	6	tf_targeting
Gersbach Hep	DMTF1	1127	6	tf_targeting
Gersbach Hep	DNAJC1	972	6	tf_targeting
Gersbach Hep	DNAJC19	682	3	positive_control
Gersbach Hep	DNAJC2	121	6	tf_targeting
Gersbach Hep	DNAJC21	1248	6	tf_targeting
Gersbach Hep	DNMT1	2408	6	tf_targeting
Gersbach Hep	DNTTIP1	370	6	tf_targeting
Gersbach Hep	DOT1L	958	6	tf_targeting
Gersbach Hep	DPF1	1797	12	tf_targeting
Gersbach Hep	DPF2	1538	12	tf_targeting
Gersbach Hep	DPF3	953	6	tf_targeting
Gersbach Hep	DPRX	672	6	tf_targeting
Gersbach Hep	DR1	396	6	tf_targeting
Gersbach Hep	DRAP1	2742	6	tf_targeting
Gersbach Hep	DRGX	1076	6	tf_targeting
Gersbach Hep	DUXA	622	6	tf_targeting
Gersbach Hep	DZIP1	930	6	tf_targeting
Gersbach Hep	E2F1	1207	6	tf_targeting
Gersbach Hep	E2F2	889	6	tf_targeting
Gersbach Hep	E2F3	2210	12	tf_targeting
Gersbach Hep	E2F4	803	6	tf_targeting
Gersbach Hep	E2F5	1130	6	tf_targeting
Gersbach Hep	E2F6	533	6	tf_targeting
Gersbach Hep	E2F7	1631	6	tf_targeting
Gersbach Hep	E2F8	2110	6	tf_targeting
Gersbach Hep	E4F1	228	6	tf_targeting
Gersbach Hep	EBF1	434	6	tf_targeting
Gersbach Hep	EBF2	1794	6	tf_targeting
Gersbach Hep	EBF3	1043	6	tf_targeting
Gersbach Hep	EBF4	1603	6	tf_targeting
Gersbach Hep	EEA1	1334	6	tf_targeting
Gersbach Hep	EGR1	1300	12	tf_targeting
Gersbach Hep	EGR2	975	6	tf_targeting
Gersbach Hep	EGR3	729	6	tf_targeting
Gersbach Hep	EGR4	634	6	tf_targeting
Gersbach Hep	EHF	394	6	tf_targeting
Gersbach Hep	ELF1	436	6	tf_targeting
Gersbach Hep	ELF2	840	6	tf_targeting
Gersbach Hep	ELF3	452	6	tf_targeting
Gersbach Hep	ELF4	1723	6	tf_targeting
Gersbach Hep	ELF5	393	6	tf_targeting
Gersbach Hep	ELK1	785	6	tf_targeting
Gersbach Hep	ELK3	862	6	tf_targeting
Gersbach Hep	ELK4	921	6	tf_targeting
Gersbach Hep	ELMSAN1	574	12	tf_targeting
Gersbach Hep	ELP3	11	6	tf_targeting
Gersbach Hep	EMX1	1414	12	tf_targeting
Gersbach Hep	EMX2	521	6	tf_targeting
Gersbach Hep	EN1	732	6	tf_targeting
Gersbach Hep	EN2	1092	6	tf_targeting
Gersbach Hep	ENO1	915	6	tf_targeting
Gersbach Hep	EOMES	748	6	tf_targeting
Gersbach Hep	EP300	395	6	tf_targeting
Gersbach Hep	EP400	347	6	tf_targeting
Gersbach Hep	EPAS1	1120	6	tf_targeting
Gersbach Hep	ERCC2	9	6	tf_targeting
Gersbach Hep	ERCC3	106	6	tf_targeting
Gersbach Hep	ERCC6	497	6	tf_targeting
Gersbach Hep	ERCC8	784	6	tf_targeting
Gersbach Hep	ERF	1104	6	tf_targeting
Gersbach Hep	ERG	2384	12	tf_targeting
Gersbach Hep	ESR1	1786	12	tf_targeting
Gersbach Hep	ESR2	1718	6	tf_targeting
Gersbach Hep	ESRRA	2302	6	tf_targeting
Gersbach Hep	ESRRB	799	6	tf_targeting
Gersbach Hep	ESRRG	5139	30	tf_targeting
Gersbach Hep	ESX1	1172	6	tf_targeting
Gersbach Hep	ETF1	977	6	tf_targeting
Gersbach Hep	ETS1	2378	6	tf_targeting
Gersbach Hep	ETS2	2236	6	tf_targeting
Gersbach Hep	ETV1	642	6	tf_targeting
Gersbach Hep	ETV2	962	6	tf_targeting
Gersbach Hep	ETV3	1502	6	tf_targeting
Gersbach Hep	ETV3L	710	6	tf_targeting
Gersbach Hep	ETV4	461	6	tf_targeting
Gersbach Hep	ETV5	1976	6	tf_targeting
Gersbach Hep	ETV6	1227	6	tf_targeting
Gersbach Hep	ETV7	524	6	tf_targeting
Gersbach Hep	EVX1	2680	6	tf_targeting
Gersbach Hep	EVX2	748	6	tf_targeting
Gersbach Hep	EWSR1	1328	6	tf_targeting
Gersbach Hep	EZH1	1067	6	tf_targeting
Gersbach Hep	EZH2	5218	6	tf_targeting
Gersbach Hep	FAM170A	544	6	tf_targeting
Gersbach Hep	FAM200B	1114	6	tf_targeting
Gersbach Hep	FBXL19	3463	6	tf_targeting
Gersbach Hep	FBXO16	792	6	tf_targeting
Gersbach Hep	FERD3L	819	6	tf_targeting
Gersbach Hep	FEV	1354	6	tf_targeting
Gersbach Hep	FEZF1	521	6	tf_targeting
Gersbach Hep	FEZF2	342	6	tf_targeting
Gersbach Hep	FGF3	952	6	tf_targeting
Gersbach Hep	FIGLA	1049	6	tf_targeting
Gersbach Hep	FIZ1	598	6	tf_targeting
Gersbach Hep	FLI1	1040	6	tf_targeting
Gersbach Hep	FLYWCH1	2387	6	tf_targeting
Gersbach Hep	FOS	1512	12	tf_targeting
Gersbach Hep	FOSB	1527	12	tf_targeting
Gersbach Hep	FOSL1	941	6	tf_targeting
Gersbach Hep	FOSL2	445	6	tf_targeting
Gersbach Hep	FOXA1	1967	6	tf_targeting
Gersbach Hep	FOXA2	133	6	tf_targeting
Gersbach Hep	FOXA3	597	6	tf_targeting
Gersbach Hep	FOXB1	666	6	tf_targeting
Gersbach Hep	FOXB2	742	6	tf_targeting
Gersbach Hep	FOXC1	1065	6	tf_targeting
Gersbach Hep	FOXC2	2154	6	tf_targeting
Gersbach Hep	FOXD1	1277	6	tf_targeting
Gersbach Hep	FOXD2	957	6	tf_targeting
Gersbach Hep	FOXD3	2051	12	tf_targeting
Gersbach Hep	FOXD4L1	933	6	tf_targeting
Gersbach Hep	FOXE1	1501	6	tf_targeting
Gersbach Hep	FOXE3	1914	6	tf_targeting
Gersbach Hep	FOXF1	1264	6	tf_targeting
Gersbach Hep	FOXF2	1422	6	tf_targeting
Gersbach Hep	FOXG1	916	6	tf_targeting
Gersbach Hep	FOXH1	3215	6	tf_targeting
Gersbach Hep	FOXI1	619	6	tf_targeting
Gersbach Hep	FOXI2	492	6	tf_targeting
Gersbach Hep	FOXI3	900	6	tf_targeting
Gersbach Hep	FOXJ1	657	6	tf_targeting
Gersbach Hep	FOXJ2	637	6	tf_targeting
Gersbach Hep	FOXJ3	1309	6	tf_targeting
Gersbach Hep	FOXK1	80	6	tf_targeting
Gersbach Hep	FOXK2	1764	6	tf_targeting
Gersbach Hep	FOXL1	1077	6	tf_targeting
Gersbach Hep	FOXL2	1556	6	tf_targeting
Gersbach Hep	FOXM1	323	6	tf_targeting
Gersbach Hep	FOXN1	633	6	tf_targeting
Gersbach Hep	FOXN2	1019	6	tf_targeting
Gersbach Hep	FOXN3	2226	12	tf_targeting
Gersbach Hep	FOXN4	819	6	tf_targeting
Gersbach Hep	FOXO1	822	6	tf_targeting
Gersbach Hep	FOXO3	2638	12	tf_targeting
Gersbach Hep	FOXO4	592	6	tf_targeting
Gersbach Hep	FOXO6	859	6	tf_targeting
Gersbach Hep	FOXP1	2381	18	tf_targeting
Gersbach Hep	FOXP2	1464	12	tf_targeting
Gersbach Hep	FOXP3	652	6	tf_targeting
Gersbach Hep	FOXP4	1385	6	tf_targeting
Gersbach Hep	FOXQ1	518	6	tf_targeting
Gersbach Hep	FOXR1	740	6	tf_targeting
Gersbach Hep	FOXR2	664	6	tf_targeting
Gersbach Hep	FOXS1	729	6	tf_targeting
Gersbach Hep	FUBP1	430	6	tf_targeting
Gersbach Hep	FUBP3	242	6	tf_targeting
Gersbach Hep	FXN	51	6	tf_targeting
Gersbach Hep	GABPA	660	6	tf_targeting
Gersbach Hep	GABPB1	177	6	tf_targeting
Gersbach Hep	GAS7	2386	6	tf_targeting
Gersbach Hep	GATA1	676	6	tf_targeting
Gersbach Hep	GATA2	2361	12	tf_targeting
Gersbach Hep	GATA3	1044	6	tf_targeting
Gersbach Hep	GATA4	228	6	tf_targeting
Gersbach Hep	GATA5	1355	6	tf_targeting
Gersbach Hep	GATA6	372	6	tf_targeting
Gersbach Hep	GATAD1	1919	6	tf_targeting
Gersbach Hep	GATAD2A	1451	12	tf_targeting
Gersbach Hep	GATAD2B	472	6	tf_targeting
Gersbach Hep	GBX1	1794	12	tf_targeting
Gersbach Hep	GBX2	785	6	tf_targeting
Gersbach Hep	GCFC2	918	6	tf_targeting
Gersbach Hep	GCM1	601	6	tf_targeting
Gersbach Hep	GCM2	557	6	tf_targeting
Gersbach Hep	GFI1	2308	12	tf_targeting
Gersbach Hep	GFI1B	850	6	tf_targeting
Gersbach Hep	GLI1	423	6	tf_targeting
Gersbach Hep	GLI2	1162	12	tf_targeting
Gersbach Hep	GLI3	1740	6	tf_targeting
Gersbach Hep	GLI4	1210	6	tf_targeting
Gersbach Hep	GLIS1	555	6	tf_targeting
Gersbach Hep	GLIS2	572	6	tf_targeting
Gersbach Hep	GLIS3	1495	6	tf_targeting
Gersbach Hep	GLYR1	1426	6	tf_targeting
Gersbach Hep	GMEB1	2698	6	tf_targeting
Gersbach Hep	GMEB2	919	6	tf_targeting
Gersbach Hep	GON4L	891	12	tf_targeting
Gersbach Hep	GPBP1	469	6	tf_targeting
Gersbach Hep	GPBP1L1	474	6	tf_targeting
Gersbach Hep	GRHL1	956	6	tf_targeting
Gersbach Hep	GRHL2	261	6	tf_targeting
Gersbach Hep	GRHL3	659	6	tf_targeting
Gersbach Hep	GSC	477	5	tf_targeting
Gersbach Hep	GSC2	1032	6	tf_targeting
Gersbach Hep	GSX1	1094	6	tf_targeting
Gersbach Hep	GSX2	1096	6	tf_targeting
Gersbach Hep	GTF2A1	147	6	tf_targeting
Gersbach Hep	GTF2A1L	602	6	tf_targeting
Gersbach Hep	GTF2A2	146	6	tf_targeting
Gersbach Hep	GTF2B	8	6	tf_targeting
Gersbach Hep	GTF2E1	290	6	tf_targeting
Gersbach Hep	GTF2F1	102	6	tf_targeting
Gersbach Hep	GTF2F2	171	6	tf_targeting
Gersbach Hep	GTF2H1	284	6	tf_targeting
Gersbach Hep	GTF2H3	335	6	tf_targeting
Gersbach Hep	GTF2I	442	6	tf_targeting
Gersbach Hep	GTF2IRD1	750	6	tf_targeting
Gersbach Hep	GTF3A	928	6	tf_targeting
Gersbach Hep	GTF3C3	25	6	tf_targeting
Gersbach Hep	GZF1	1177	6	tf_targeting
Gersbach Hep	HAND1	1146	6	tf_targeting
Gersbach Hep	HAND2	2969	12	tf_targeting
Gersbach Hep	HBP1	961	6	tf_targeting
Gersbach Hep	HCFC1	490	6	tf_targeting
Gersbach Hep	HCLS1	742	6	tf_targeting
Gersbach Hep	HDAC1	425	6	tf_targeting
Gersbach Hep	HDAC3	490	6	tf_targeting
Gersbach Hep	HDAC4	1324	6	tf_targeting
Gersbach Hep	HDAC5	673	6	tf_targeting
Gersbach Hep	HDGF	1164	6	tf_targeting
Gersbach Hep	HDX	382	6	tf_targeting
Gersbach Hep	HELT	904	6	tf_targeting
Gersbach Hep	HELZ2	2343	12	tf_targeting
Gersbach Hep	HES1	181	6	tf_targeting
Gersbach Hep	HES2	2702	12	tf_targeting
Gersbach Hep	HES3	962	6	tf_targeting
Gersbach Hep	HES4	2470	6	tf_targeting
Gersbach Hep	HES5	1641	6	tf_targeting
Gersbach Hep	HES6	1966	6	tf_targeting
Gersbach Hep	HES7	849	6	tf_targeting
Gersbach Hep	HESX1	1315	12	tf_targeting
Gersbach Hep	HEY1	522	6	tf_targeting
Gersbach Hep	HEY2	1827	6	tf_targeting
Gersbach Hep	HEYL	633	6	tf_targeting
Gersbach Hep	HHEX	644	6	tf_targeting
Gersbach Hep	HIC1	1170	6	tf_targeting
Gersbach Hep	HIF1A	536	6	tf_targeting
Gersbach Hep	HIF3A	1029	12	tf_targeting
Gersbach Hep	HINFP	2	6	tf_targeting
Gersbach Hep	HIRA	1559	12	tf_targeting
Gersbach Hep	HIVEP1	493	6	tf_targeting
Gersbach Hep	HIVEP2	1158	6	tf_targeting
Gersbach Hep	HIVEP3	1329	14	tf_targeting
Gersbach Hep	HKR1	2004	12	tf_targeting
Gersbach Hep	HLF	2495	12	tf_targeting
Gersbach Hep	HLTF	1329	6	tf_targeting
Gersbach Hep	HLX	742	6	tf_targeting
Gersbach Hep	HMBOX1	538	6	tf_targeting
Gersbach Hep	HMG20A	684	6	tf_targeting
Gersbach Hep	HMG20B	1649	12	tf_targeting
Gersbach Hep	HMGA1	1757	6	tf_targeting
Gersbach Hep	HMGA2	810	6	tf_targeting
Gersbach Hep	HMGB1	1839	12	tf_targeting
Gersbach Hep	HMGB2	1014	6	tf_targeting
Gersbach Hep	HMGB3	1854	6	tf_targeting
Gersbach Hep	HMGB4	635	6	tf_targeting
Gersbach Hep	HMGN2	1983	6	tf_targeting
Gersbach Hep	HMGN3	769	6	tf_targeting
Gersbach Hep	HMGXB3	1598	6	tf_targeting
Gersbach Hep	HMGXB4	773	6	tf_targeting
Gersbach Hep	HMX1	1145	6	tf_targeting
Gersbach Hep	HMX2	1026	6	tf_targeting
Gersbach Hep	HMX3	1344	6	tf_targeting
Gersbach Hep	HNF1A	968	6	tf_targeting
Gersbach Hep	HNF1B	110	6	tf_targeting
Gersbach Hep	HNF4A	1358	6	tf_targeting
Gersbach Hep	HNF4G	899	12	tf_targeting
Gersbach Hep	HNRNPK	204	6	tf_targeting
Gersbach Hep	HNRNPU	314	6	tf_targeting
Gersbach Hep	HOMEZ	546	6	tf_targeting
Gersbach Hep	HOPX	2744	12	tf_targeting
Gersbach Hep	HOXA1	558	6	tf_targeting
Gersbach Hep	HOXA10	458	6	tf_targeting
Gersbach Hep	HOXA11	823	6	tf_targeting
Gersbach Hep	HOXA13	1269	6	tf_targeting
Gersbach Hep	HOXA2	556	6	tf_targeting
Gersbach Hep	HOXA3	2306	12	tf_targeting
Gersbach Hep	HOXA4	967	6	tf_targeting
Gersbach Hep	HOXA5	734	6	tf_targeting
Gersbach Hep	HOXA6	703	6	tf_targeting
Gersbach Hep	HOXA7	596	6	tf_targeting
Gersbach Hep	HOXA9	529	6	tf_targeting
Gersbach Hep	HOXB1	620	6	tf_targeting
Gersbach Hep	HOXB13	1655	6	tf_targeting
Gersbach Hep	HOXB2	513	6	tf_targeting
Gersbach Hep	HOXB3	1121	6	tf_targeting
Gersbach Hep	HOXB4	750	6	tf_targeting
Gersbach Hep	HOXB5	590	6	tf_targeting
Gersbach Hep	HOXB6	1582	12	tf_targeting
Gersbach Hep	HOXB7	1093	6	tf_targeting
Gersbach Hep	HOXB8	1444	12	tf_targeting
Gersbach Hep	HOXB9	3038	6	tf_targeting
Gersbach Hep	HOXC10	766	6	tf_targeting
Gersbach Hep	HOXC11	594	6	tf_targeting
Gersbach Hep	HOXC12	1091	6	tf_targeting
Gersbach Hep	HOXC13	794	6	tf_targeting
Gersbach Hep	HOXC4	507	6	tf_targeting
Gersbach Hep	HOXC5	348	2	tf_targeting
Gersbach Hep	HOXC6	237	2	tf_targeting
Gersbach Hep	HOXC8	639	6	tf_targeting
Gersbach Hep	HOXC9	976	6	tf_targeting
Gersbach Hep	HOXD1	629	6	tf_targeting
Gersbach Hep	HOXD10	1408	12	tf_targeting
Gersbach Hep	HOXD11	1203	6	tf_targeting
Gersbach Hep	HOXD12	1040	6	tf_targeting
Gersbach Hep	HOXD13	849	6	tf_targeting
Gersbach Hep	HOXD3	871	6	tf_targeting
Gersbach Hep	HOXD4	402	6	tf_targeting
Gersbach Hep	HOXD8	1193	6	tf_targeting
Gersbach Hep	HOXD9	832	6	tf_targeting
Gersbach Hep	HR	1850	12	tf_targeting
Gersbach Hep	HSF1	721	6	tf_targeting
Gersbach Hep	HSF2	638	6	tf_targeting
Gersbach Hep	HSF4	1289	6	tf_targeting
Gersbach Hep	HSF5	563	6	tf_targeting
Gersbach Hep	ID1	1297	6	tf_targeting
Gersbach Hep	ID2	1453	12	tf_targeting
Gersbach Hep	ID3	913	6	tf_targeting
Gersbach Hep	ID4	642	6	tf_targeting
Gersbach Hep	IFI16	588	6	tf_targeting
Gersbach Hep	IGFBP1	500	6	tf_targeting
Gersbach Hep	IGHMBP2	824	6	tf_targeting
Gersbach Hep	IKZF1	681	6	tf_targeting
Gersbach Hep	IKZF2	1220	12	tf_targeting
Gersbach Hep	IKZF3	2466	6	tf_targeting
Gersbach Hep	IKZF4	2548	12	tf_targeting
Gersbach Hep	IKZF5	1135	6	tf_targeting
Gersbach Hep	ILF2	21	6	tf_targeting
Gersbach Hep	ILF3	295	6	tf_targeting
Gersbach Hep	ING1	889	12	tf_targeting
Gersbach Hep	ING4	551	6	tf_targeting
Gersbach Hep	INSM1	1695	6	tf_targeting
Gersbach Hep	INSM2	342	6	tf_targeting
Gersbach Hep	IRF1	1045	6	tf_targeting
Gersbach Hep	IRF2	471	6	tf_targeting
Gersbach Hep	IRF3	1276	6	tf_targeting
Gersbach Hep	IRF4	1351	12	tf_targeting
Gersbach Hep	IRF5	3087	12	tf_targeting
Gersbach Hep	IRF6	744	6	tf_targeting
Gersbach Hep	IRF7	1310	6	tf_targeting
Gersbach Hep	IRF8	652	6	tf_targeting
Gersbach Hep	IRF9	716	6	tf_targeting
Gersbach Hep	IRX1	1328	6	tf_targeting
Gersbach Hep	IRX2	846	6	tf_targeting
Gersbach Hep	IRX3	792	6	tf_targeting
Gersbach Hep	IRX4	851	6	tf_targeting
Gersbach Hep	IRX5	996	6	tf_targeting
Gersbach Hep	IRX6	448	6	tf_targeting
Gersbach Hep	ISL1	1191	12	tf_targeting
Gersbach Hep	ISL2	656	6	tf_targeting
Gersbach Hep	ISX	789	6	tf_targeting
Gersbach Hep	JAZF1	1087	6	tf_targeting
Gersbach Hep	JDP2	1473	6	tf_targeting
Gersbach Hep	JRK	1692	12	tf_targeting
Gersbach Hep	JRKL	826	6	tf_targeting
Gersbach Hep	JUN	341	6	tf_targeting
Gersbach Hep	JUNB	1573	6	tf_targeting
Gersbach Hep	JUND	2357	6	tf_targeting
Gersbach Hep	JUP	719	6	tf_targeting
Gersbach Hep	KAT2A	1874	6	tf_targeting
Gersbach Hep	KAT7	416	6	tf_targeting
Gersbach Hep	KCMF1	1066	6	tf_targeting
Gersbach Hep	KCNIP3	1576	6	tf_targeting
Gersbach Hep	KDM2A	206	6	tf_targeting
Gersbach Hep	KDM2B	1588	12	tf_targeting
Gersbach Hep	KDM4C	1031	6	tf_targeting
Gersbach Hep	KDM4E	517	6	tf_targeting
Gersbach Hep	KDM5B	1665	6	tf_targeting
Gersbach Hep	KDM5C	791	6	tf_targeting
Gersbach Hep	KIAA1549	760	6	tf_targeting
Gersbach Hep	KIAA2018	780	6	tf_targeting
Gersbach Hep	KIN	282	6	tf_targeting
Gersbach Hep	KLF1	510	6	tf_targeting
Gersbach Hep	KLF10	1655	12	tf_targeting
Gersbach Hep	KLF11	2024	6	tf_targeting
Gersbach Hep	KLF12	2187	6	tf_targeting
Gersbach Hep	KLF13	1221	6	tf_targeting
Gersbach Hep	KLF14	1767	5	tf_targeting
Gersbach Hep	KLF15	1644	6	tf_targeting
Gersbach Hep	KLF16	876	6	tf_targeting
Gersbach Hep	KLF17	829	6	tf_targeting
Gersbach Hep	KLF2	1042	6	tf_targeting
Gersbach Hep	KLF3	1335	6	tf_targeting
Gersbach Hep	KLF4	2394	12	tf_targeting
Gersbach Hep	KLF5	298	6	tf_targeting
Gersbach Hep	KLF6	728	6	tf_targeting
Gersbach Hep	KLF7	333	6	tf_targeting
Gersbach Hep	KLF8	2594	6	tf_targeting
Gersbach Hep	KLF9	1031	6	tf_targeting
Gersbach Hep	KLRG1	537	6	tf_targeting
Gersbach Hep	KMT2A	934	6	tf_targeting
Gersbach Hep	KMT2B	1195	12	tf_targeting
Gersbach Hep	L3MBTL1	1240	12	tf_targeting
Gersbach Hep	L3MBTL3	391	6	tf_targeting
Gersbach Hep	L3MBTL4	1890	6	tf_targeting
Gersbach Hep	LBX1	959	6	tf_targeting
Gersbach Hep	LBX2	928	6	tf_targeting
Gersbach Hep	LCOR	613	6	tf_targeting
Gersbach Hep	LCORL	1317	6	tf_targeting
Gersbach Hep	LDB1	2391	12	tf_targeting
Gersbach Hep	LDB2	520	6	tf_targeting
Gersbach Hep	LEF1	1790	12	tf_targeting
Gersbach Hep	LEUTX	631	6	tf_targeting
Gersbach Hep	LHX1	430	6	tf_targeting
Gersbach Hep	LHX2	701	6	tf_targeting
Gersbach Hep	LHX3	2388	12	tf_targeting
Gersbach Hep	LHX4	920	6	tf_targeting
Gersbach Hep	LHX5	1341	6	tf_targeting
Gersbach Hep	LHX6	1303	12	tf_targeting
Gersbach Hep	LHX8	1526	6	tf_targeting
Gersbach Hep	LHX9	755	6	tf_targeting
Gersbach Hep	LIN28A	867	6	tf_targeting
Gersbach Hep	LIN28B	628	6	tf_targeting
Gersbach Hep	LIN54	1890	12	tf_targeting
Gersbach Hep	LIN9	177	6	tf_targeting
Gersbach Hep	LITAF	786	6	tf_targeting
Gersbach Hep	LMO1	1663	12	tf_targeting
Gersbach Hep	LMO3	1563	12	tf_targeting
Gersbach Hep	LMO4	1349	6	tf_targeting
Gersbach Hep	LMX1A	810	6	tf_targeting
Gersbach Hep	LMX1B	826	6	tf_targeting
Gersbach Hep	LRPPRC	1392	6	tf_targeting
Gersbach Hep	LRRFIP1	1360	6	tf_targeting
Gersbach Hep	LTF	1157	6	tf_targeting
Gersbach Hep	LYL1	824	6	tf_targeting
Gersbach Hep	LZTR1	1079	6	tf_targeting
Gersbach Hep	LZTS1	576	6	tf_targeting
Gersbach Hep	MAEL	828	6	tf_targeting
Gersbach Hep	MAF	547	6	tf_targeting
Gersbach Hep	MAFA	536	6	tf_targeting
Gersbach Hep	MAFB	1838	6	tf_targeting
Gersbach Hep	MAFF	1133	6	tf_targeting
Gersbach Hep	MAFG	768	6	tf_targeting
Gersbach Hep	MAFK	1133	6	tf_targeting
Gersbach Hep	MALAT1	390	1	positive_control
Gersbach Hep	MAP3K7	806	6	tf_targeting
Gersbach Hep	MAPK8IP1	2456	12	tf_targeting
Gersbach Hep	MARS	53	6	tf_targeting
Gersbach Hep	MAX	1518	6	tf_targeting
Gersbach Hep	MAZ	1008	6	tf_targeting
Gersbach Hep	MBD1	886	6	tf_targeting
Gersbach Hep	MBD2	981	6	tf_targeting
Gersbach Hep	MBD3	133	6	tf_targeting
Gersbach Hep	MBD4	1432	6	tf_targeting
Gersbach Hep	MBD6	2360	6	tf_targeting
Gersbach Hep	MBNL2	627	6	tf_targeting
Gersbach Hep	MBNL3	897	6	tf_targeting
Gersbach Hep	MECOM	553	6	tf_targeting
Gersbach Hep	MECP2	1180	6	tf_targeting
Gersbach Hep	MED20	263	6	tf_targeting
Gersbach Hep	MED8	133	6	tf_targeting
Gersbach Hep	MEF2A	918	6	tf_targeting
Gersbach Hep	MEF2B	2249	6	tf_targeting
Gersbach Hep	MEF2C	972	6	tf_targeting
Gersbach Hep	MEF2D	880	6	tf_targeting
Gersbach Hep	MEIS1	425	6	tf_targeting
Gersbach Hep	MEIS2	562	6	tf_targeting
Gersbach Hep	MEIS3	1255	12	tf_targeting
Gersbach Hep	MEOX1	765	6	tf_targeting
Gersbach Hep	MEOX2	604	6	tf_targeting
Gersbach Hep	MESP1	596	6	tf_targeting
Gersbach Hep	MESP2	894	6	tf_targeting
Gersbach Hep	MGA	1401	6	tf_targeting
Gersbach Hep	MIER1	2033	12	tf_targeting
Gersbach Hep	MIER2	2110	6	tf_targeting
Gersbach Hep	MIER3	1047	6	tf_targeting
Gersbach Hep	MIS18BP1	5	6	tf_targeting
Gersbach Hep	MITF	1574	12	tf_targeting
Gersbach Hep	MIXL1	1257	6	tf_targeting
Gersbach Hep	MKX	2115	12	tf_targeting
Gersbach Hep	MLLT1	355	6	tf_targeting
Gersbach Hep	MLLT10	1211	6	tf_targeting
Gersbach Hep	MLLT3	1889	6	tf_targeting
Gersbach Hep	MLX	1344	6	tf_targeting
Gersbach Hep	MLXIP	1443	6	tf_targeting
Gersbach Hep	MLXIPL	786	6	tf_targeting
Gersbach Hep	MMP3	946	6	tf_targeting
Gersbach Hep	MNAT1	3	6	tf_targeting
Gersbach Hep	MNT	778	6	tf_targeting
Gersbach Hep	MNX1	2272	6	tf_targeting
Gersbach Hep	MSANTD1	2747	6	tf_targeting
Gersbach Hep	MSANTD3	954	6	tf_targeting
Gersbach Hep	MSANTD4	1063	6	tf_targeting
Gersbach Hep	MSC	1168	6	tf_targeting
Gersbach Hep	MSGN1	1254	6	tf_targeting
Gersbach Hep	MSLN	384	6	tf_targeting
Gersbach Hep	MSX1	1826	6	tf_targeting
Gersbach Hep	MSX2	4469	6	tf_targeting
Gersbach Hep	MTA1	1302	6	tf_targeting
Gersbach Hep	MTA2	1317	6	tf_targeting
Gersbach Hep	MTA3	1177	6	tf_targeting
Gersbach Hep	MTERF	1025	6	tf_targeting
Gersbach Hep	MTERFD1	1264	6	tf_targeting
Gersbach Hep	MTERFD2	1448	6	tf_targeting
Gersbach Hep	MTERFD3	648	6	tf_targeting
Gersbach Hep	MTF1	1878	6	tf_targeting
Gersbach Hep	MTF2	1849	6	tf_targeting
Gersbach Hep	MXD1	769	6	tf_targeting
Gersbach Hep	MXD3	1127	6	tf_targeting
Gersbach Hep	MXD4	880	6	tf_targeting
Gersbach Hep	MXI1	2686	12	tf_targeting
Gersbach Hep	MYB	1529	6	tf_targeting
Gersbach Hep	MYBBP1A	22	6	tf_targeting
Gersbach Hep	MYBL1	926	6	tf_targeting
Gersbach Hep	MYBL2	33	6	tf_targeting
Gersbach Hep	MYC	443	6	tf_targeting
Gersbach Hep	MYCBP	1300	6	tf_targeting
Gersbach Hep	MYCL	1163	6	tf_targeting
Gersbach Hep	MYCN	1640	12	tf_targeting
Gersbach Hep	MYEF2	2049	6	tf_targeting
Gersbach Hep	MYF5	696	6	tf_targeting
Gersbach Hep	MYF6	640	6	tf_targeting
Gersbach Hep	MYNN	627	6	tf_targeting
Gersbach Hep	MYOCD	880	6	tf_targeting
Gersbach Hep	MYOD1	739	6	tf_targeting
Gersbach Hep	MYOG	700	6	tf_targeting
Gersbach Hep	MYPOP	1121	6	tf_targeting
Gersbach Hep	MYRF	1728	12	tf_targeting
Gersbach Hep	MYRFL	639	6	tf_targeting
Gersbach Hep	MYSM1	187	6	tf_targeting
Gersbach Hep	MYT1	526	6	tf_targeting
Gersbach Hep	MYT1L	873	6	tf_targeting
Gersbach Hep	MZF1	565	6	tf_targeting
Gersbach Hep	NACC2	1469	6	tf_targeting
Gersbach Hep	NAIF1	547	6	tf_targeting
Gersbach Hep	NANOG	202	6	tf_targeting
Gersbach Hep	NANOGNB	774	6	tf_targeting
Gersbach Hep	NCL	824	12	tf_targeting
Gersbach Hep	NCOA1	1125	6	tf_targeting
Gersbach Hep	NCOA2	633	6	tf_targeting
Gersbach Hep	NCOA3	1219	6	tf_targeting
