short_name	gene_name	n_cells_assigned	n_guides	label_canonical
Huangfu DE	FOXJ1	840	6	tf_targeting
Huangfu DE	FOXJ2	417	6	tf_targeting
Huangfu DE	FOXJ3	738	6	tf_targeting
Huangfu DE	FOXK1	438	6	tf_targeting
Huangfu DE	FOXK2	530	6	tf_targeting
Huangfu DE	FOXL1	640	6	tf_targeting
Huangfu DE	FOXL2	895	6	tf_targeting
Huangfu DE	FOXM1	607	6	tf_targeting
Huangfu DE	FOXN1	1068	6	tf_targeting
Huangfu DE	FOXN2	662	6	tf_targeting
Huangfu DE	FOXN3	781	12	tf_targeting
Huangfu DE	FOXN4	1182	6	tf_targeting
Huangfu DE	FOXO1	480	6	tf_targeting
Huangfu DE	FOXO3	788	12	tf_targeting
Huangfu DE	FOXO4	1275	6	tf_targeting
Huangfu DE	FOXO6	718	6	tf_targeting
Huangfu DE	FOXP1	2106	18	tf_targeting
Huangfu DE	FOXP2	1372	12	tf_targeting
Huangfu DE	FOXP3	675	6	tf_targeting
Huangfu DE	FOXP4	569	6	tf_targeting
Huangfu DE	FOXQ1	459	6	tf_targeting
Huangfu DE	FOXR1	841	6	tf_targeting
Huangfu DE	FOXR2	641	6	tf_targeting
Huangfu DE	FOXS1	966	6	tf_targeting
Huangfu DE	FUBP1	1072	6	tf_targeting
Huangfu DE	FUBP3	299	6	tf_targeting
Huangfu DE	FXN	200	6	tf_targeting
Huangfu DE	GABPA	972	6	tf_targeting
Huangfu DE	GABPB1	570	6	tf_targeting
Huangfu DE	GAS7	576	6	tf_targeting
Huangfu DE	GATA1	641	6	tf_targeting
Huangfu DE	GATA2	1623	12	tf_targeting
Huangfu DE	GATA3	594	6	tf_targeting
Huangfu DE	GATA4	491	6	tf_targeting
Huangfu DE	GATA5	593	6	tf_targeting
Huangfu DE	GATA6	435	6	tf_targeting
Huangfu DE	GATAD1	1083	6	tf_targeting
Huangfu DE	GATAD2A	718	12	tf_targeting
Huangfu DE	GATAD2B	636	6	tf_targeting
Huangfu DE	GBX1	1571	12	tf_targeting
Huangfu DE	GBX2	513	6	tf_targeting
Huangfu DE	GCFC2	907	6	tf_targeting
Huangfu DE	GCM1	585	6	tf_targeting
Huangfu DE	GCM2	460	6	tf_targeting
Huangfu DE	GFI1	1242	12	tf_targeting
Huangfu DE	GFI1B	758	6	tf_targeting
Huangfu DE	GLI1	739	6	tf_targeting
Huangfu DE	GLI2	1780	12	tf_targeting
Huangfu DE	GLI3	800	6	tf_targeting
Huangfu DE	GLI4	504	6	tf_targeting
Huangfu DE	GLIS1	975	6	tf_targeting
Huangfu DE	GLIS2	500	6	tf_targeting
Huangfu DE	GLIS3	445	6	tf_targeting
Huangfu DE	GLYR1	806	6	tf_targeting
Huangfu DE	GMEB1	499	6	tf_targeting
Huangfu DE	GMEB2	456	6	tf_targeting
Huangfu DE	GON4L	1654	12	tf_targeting
Huangfu DE	GPBP1	1528	6	tf_targeting
Huangfu DE	GPBP1L1	913	6	tf_targeting
Huangfu DE	GRHL1	671	6	tf_targeting
Huangfu DE	GRHL2	1013	6	tf_targeting
Huangfu DE	GRHL3	629	6	tf_targeting
Huangfu DE	GSC	472	5	tf_targeting
Huangfu DE	GSC2	836	6	tf_targeting
Huangfu DE	GSX1	534	6	tf_targeting
Huangfu DE	GSX2	566	6	tf_targeting
Huangfu DE	GTF2A1	856	6	tf_targeting
Huangfu DE	GTF2A1L	494	6	tf_targeting
Huangfu DE	GTF2A2	581	6	tf_targeting
Huangfu DE	GTF2B	67	6	tf_targeting
Huangfu DE	GTF2E1	361	6	tf_targeting
Huangfu DE	GTF2F1	487	6	tf_targeting
Huangfu DE	GTF2F2	173	6	tf_targeting
Huangfu DE	GTF2H1	566	6	tf_targeting
Huangfu DE	GTF2H3	286	6	tf_targeting
Huangfu DE	GTF2I	1001	6	tf_targeting
Huangfu DE	GTF2IRD1	445	6	tf_targeting
Huangfu DE	GTF3A	954	6	tf_targeting
Huangfu DE	GTF3C3	45	6	tf_targeting
Huangfu DE	GZF1	792	6	tf_targeting
Huangfu DE	HAND1	697	6	tf_targeting
Huangfu DE	HAND2	1595	12	tf_targeting
Huangfu DE	HBP1	1151	6	tf_targeting
Huangfu DE	HCFC1	2055	6	tf_targeting
Huangfu DE	HCLS1	675	6	tf_targeting
Huangfu DE	HDAC1	473	6	tf_targeting
Huangfu DE	HDAC3	839	6	tf_targeting
Huangfu DE	HDAC4	591	6	tf_targeting
Huangfu DE	HDAC5	819	6	tf_targeting
Huangfu DE	HDGF	665	6	tf_targeting
Huangfu DE	HDX	1181	6	tf_targeting
Huangfu DE	HELT	677	6	tf_targeting
Huangfu DE	HELZ2	924	12	tf_targeting
Huangfu DE	HES1	160	6	tf_targeting
Huangfu DE	HES2	2016	12	tf_targeting
Huangfu DE	HES3	770	6	tf_targeting
Huangfu DE	HES4	614	6	tf_targeting
Huangfu DE	HES5	1014	6	tf_targeting
Huangfu DE	HES6	1100	6	tf_targeting
Huangfu DE	HES7	794	6	tf_targeting
Huangfu DE	HESX1	1427	12	tf_targeting
Huangfu DE	HEY1	459	6	tf_targeting
Huangfu DE	HEY2	650	6	tf_targeting
Huangfu DE	HEYL	393	6	tf_targeting
Huangfu DE	HHEX	613	6	tf_targeting
Huangfu DE	HIC1	692	6	tf_targeting
Huangfu DE	HIF1A	803	6	tf_targeting
Huangfu DE	HIF3A	1752	12	tf_targeting
Huangfu DE	HINFP	20	6	tf_targeting
Huangfu DE	HIRA	1297	12	tf_targeting
Huangfu DE	HIVEP1	405	6	tf_targeting
Huangfu DE	HIVEP2	1086	6	tf_targeting
Huangfu DE	HIVEP3	1434	14	tf_targeting
Huangfu DE	HKR1	1186	12	tf_targeting
Huangfu DE	HLF	1324	12	tf_targeting
Huangfu DE	HLTF	698	6	tf_targeting
Huangfu DE	HLX	769	6	tf_targeting
Huangfu DE	HMBOX1	862	6	tf_targeting
Huangfu DE	HMG20A	1085	6	tf_targeting
Huangfu DE	HMG20B	1498	12	tf_targeting
Huangfu DE	HMGA1	790	6	tf_targeting
Huangfu DE	HMGA2	856	6	tf_targeting
Huangfu DE	HMGB1	984	12	tf_targeting
Huangfu DE	HMGB2	976	6	tf_targeting
Huangfu DE	HMGB3	748	6	tf_targeting
Huangfu DE	HMGB4	687	6	tf_targeting
Huangfu DE	HMGN2	1222	6	tf_targeting
Huangfu DE	HMGN3	462	6	tf_targeting
Huangfu DE	HMGXB3	774	6	tf_targeting
Huangfu DE	HMGXB4	1078	6	tf_targeting
Huangfu DE	HMX1	985	6	tf_targeting
Huangfu DE	HMX2	389	6	tf_targeting
Huangfu DE	HMX3	443	6	tf_targeting
Huangfu DE	HNF1A	1136	6	tf_targeting
Huangfu DE	HNF1B	358	6	tf_targeting
Huangfu DE	HNF4A	620	6	tf_targeting
Huangfu DE	HNF4G	1602	12	tf_targeting
Huangfu DE	HNRNPK	598	6	tf_targeting
Huangfu DE	HNRNPU	1574	6	tf_targeting
Huangfu DE	HOMEZ	605	6	tf_targeting
Huangfu DE	HOPX	1458	12	tf_targeting
Huangfu DE	HOXA1	1043	6	tf_targeting
Huangfu DE	HOXA10	972	6	tf_targeting
Huangfu DE	HOXA11	881	6	tf_targeting
Huangfu DE	HOXA13	808	6	tf_targeting
Huangfu DE	HOXA2	499	6	tf_targeting
Huangfu DE	HOXA3	1377	12	tf_targeting
Huangfu DE	HOXA4	882	6	tf_targeting
Huangfu DE	HOXA5	1459	6	tf_targeting
Huangfu DE	HOXA6	745	6	tf_targeting
Huangfu DE	HOXA7	1544	6	tf_targeting
Huangfu DE	HOXA9	563	6	tf_targeting
Huangfu DE	HOXB1	590	6	tf_targeting
Huangfu DE	HOXB13	407	6	tf_targeting
Huangfu DE	HOXB2	798	6	tf_targeting
Huangfu DE	HOXB3	620	6	tf_targeting
Huangfu DE	HOXB4	537	6	tf_targeting
Huangfu DE	HOXB5	1461	6	tf_targeting
Huangfu DE	HOXB6	1049	12	tf_targeting
Huangfu DE	HOXB7	783	6	tf_targeting
Huangfu DE	HOXB8	2502	12	tf_targeting
Huangfu DE	HOXB9	710	6	tf_targeting
Huangfu DE	HOXC10	854	6	tf_targeting
Huangfu DE	HOXC11	626	6	tf_targeting
Huangfu DE	HOXC12	961	6	tf_targeting
Huangfu DE	HOXC13	959	6	tf_targeting
Huangfu DE	HOXC4	775	6	tf_targeting
Huangfu DE	HOXC5	306	2	tf_targeting
Huangfu DE	HOXC6	188	2	tf_targeting
Huangfu DE	HOXC8	1007	6	tf_targeting
Huangfu DE	HOXC9	636	6	tf_targeting
Huangfu DE	HOXD1	690	6	tf_targeting
Huangfu DE	HOXD10	1741	12	tf_targeting
Huangfu DE	HOXD11	1627	6	tf_targeting
Huangfu DE	HOXD12	852	6	tf_targeting
Huangfu DE	HOXD13	609	6	tf_targeting
Huangfu DE	HOXD3	670	6	tf_targeting
Huangfu DE	HOXD4	663	6	tf_targeting
Huangfu DE	HOXD8	772	6	tf_targeting
Huangfu DE	HOXD9	542	6	tf_targeting
Huangfu DE	HR	1355	12	tf_targeting
Huangfu DE	HSF1	926	6	tf_targeting
Huangfu DE	HSF2	511	6	tf_targeting
Huangfu DE	HSF4	654	6	tf_targeting
Huangfu DE	HSF5	881	6	tf_targeting
Huangfu DE	ID1	1153	6	tf_targeting
Huangfu DE	ID2	677	12	tf_targeting
Huangfu DE	ID3	600	6	tf_targeting
Huangfu DE	ID4	383	6	tf_targeting
Huangfu DE	IFI16	1329	6	tf_targeting
Huangfu DE	IGFBP1	519	6	tf_targeting
Huangfu DE	IGHMBP2	464	6	tf_targeting
Huangfu DE	IKZF1	408	6	tf_targeting
Huangfu DE	IKZF2	1376	12	tf_targeting
Huangfu DE	IKZF3	944	6	tf_targeting
Huangfu DE	IKZF4	1988	12	tf_targeting
Huangfu DE	IKZF5	1072	6	tf_targeting
Huangfu DE	ILF2	237	6	tf_targeting
Huangfu DE	ILF3	671	6	tf_targeting
Huangfu DE	ING1	1491	12	tf_targeting
Huangfu DE	ING4	692	6	tf_targeting
Huangfu DE	INSM1	631	6	tf_targeting
Huangfu DE	INSM2	841	6	tf_targeting
Huangfu DE	IRF1	942	6	tf_targeting
Huangfu DE	IRF2	853	6	tf_targeting
Huangfu DE	IRF3	1569	6	tf_targeting
Huangfu DE	IRF4	1007	12	tf_targeting
Huangfu DE	IRF5	913	12	tf_targeting
Huangfu DE	IRF6	810	6	tf_targeting
Huangfu DE	IRF7	852	6	tf_targeting
Huangfu DE	IRF8	563	6	tf_targeting
Huangfu DE	IRF9	1152	6	tf_targeting
Huangfu DE	IRX1	527	6	tf_targeting
Huangfu DE	IRX2	532	6	tf_targeting
Huangfu DE	IRX3	813	6	tf_targeting
Huangfu DE	IRX4	394	6	tf_targeting
Huangfu DE	IRX5	615	6	tf_targeting
Huangfu DE	IRX6	686	6	tf_targeting
Huangfu DE	ISL1	1277	12	tf_targeting
Huangfu DE	ISL2	760	6	tf_targeting
Huangfu DE	ISX	635	6	tf_targeting
Huangfu DE	JAZF1	589	6	tf_targeting
Huangfu DE	JDP2	610	6	tf_targeting
Huangfu DE	JRK	1073	12	tf_targeting
Huangfu DE	JRKL	540	6	tf_targeting
Huangfu DE	JUN	894	6	tf_targeting
Huangfu DE	JUNB	605	6	tf_targeting
Huangfu DE	JUND	636	6	tf_targeting
Huangfu DE	JUP	767	6	tf_targeting
Huangfu DE	KAT2A	385	6	tf_targeting
Huangfu DE	KAT7	584	6	tf_targeting
Huangfu DE	KCMF1	600	6	tf_targeting
Huangfu DE	KCNIP3	575	6	tf_targeting
Huangfu DE	KDM2A	1381	6	tf_targeting
Huangfu DE	KDM2B	1226	12	tf_targeting
Huangfu DE	KDM4C	481	6	tf_targeting
Huangfu DE	KDM4E	514	6	tf_targeting
Huangfu DE	KDM5B	834	6	tf_targeting
Huangfu DE	KDM5C	1570	6	tf_targeting
Huangfu DE	KIAA1549	547	6	tf_targeting
Huangfu DE	KIAA2018	1166	6	tf_targeting
Huangfu DE	KIN	741	6	tf_targeting
Huangfu DE	KLF1	683	6	tf_targeting
Huangfu DE	KLF10	1312	12	tf_targeting
Huangfu DE	KLF11	379	6	tf_targeting
Huangfu DE	KLF12	998	6	tf_targeting
Huangfu DE	KLF13	1022	6	tf_targeting
Huangfu DE	KLF14	561	5	tf_targeting
Huangfu DE	KLF15	387	6	tf_targeting
Huangfu DE	KLF16	196	6	tf_targeting
Huangfu DE	KLF17	595	6	tf_targeting
Huangfu DE	KLF2	665	6	tf_targeting
Huangfu DE	KLF3	1128	6	tf_targeting
Huangfu DE	KLF4	1651	12	tf_targeting
Huangfu DE	KLF5	770	6	tf_targeting
Huangfu DE	KLF6	908	6	tf_targeting
Huangfu DE	KLF7	789	6	tf_targeting
Huangfu DE	KLF8	694	6	tf_targeting
Huangfu DE	KLF9	821	6	tf_targeting
Huangfu DE	KLRG1	993	6	tf_targeting
Huangfu DE	KMT2A	664	6	tf_targeting
Huangfu DE	KMT2B	1705	12	tf_targeting
Huangfu DE	L3MBTL1	938	12	tf_targeting
Huangfu DE	L3MBTL3	514	6	tf_targeting
Huangfu DE	L3MBTL4	390	6	tf_targeting
Huangfu DE	LBX1	1234	6	tf_targeting
Huangfu DE	LBX2	504	6	tf_targeting
Huangfu DE	LCOR	446	6	tf_targeting
Huangfu DE	LCORL	513	6	tf_targeting
Huangfu DE	LDB1	1140	12	tf_targeting
Huangfu DE	LDB2	626	6	tf_targeting
Huangfu DE	LEF1	1680	12	tf_targeting
Huangfu DE	LEUTX	757	6	tf_targeting
Huangfu DE	LHX1	543	6	tf_targeting
Huangfu DE	LHX2	1030	6	tf_targeting
Huangfu DE	LHX3	1786	12	tf_targeting
Huangfu DE	LHX4	818	6	tf_targeting
Huangfu DE	LHX5	1173	6	tf_targeting
Huangfu DE	LHX6	1293	12	tf_targeting
Huangfu DE	LHX8	477	6	tf_targeting
Huangfu DE	LHX9	882	6	tf_targeting
Huangfu DE	LIN28A	305	6	tf_targeting
Huangfu DE	LIN28B	668	6	tf_targeting
Huangfu DE	LIN54	1770	12	tf_targeting
Huangfu DE	LIN9	784	6	tf_targeting
Huangfu DE	LITAF	331	6	tf_targeting
Huangfu DE	LMO1	1627	12	tf_targeting
Huangfu DE	LMO3	1218	12	tf_targeting
Huangfu DE	LMO4	915	6	tf_targeting
Huangfu DE	LMX1A	535	6	tf_targeting
Huangfu DE	LMX1B	591	6	tf_targeting
Huangfu DE	LRPPRC	692	6	tf_targeting
Huangfu DE	LRRFIP1	920	6	tf_targeting
Huangfu DE	LTF	603	6	tf_targeting
Huangfu DE	LYL1	592	6	tf_targeting
Huangfu DE	LZTR1	1035	6	tf_targeting
Huangfu DE	LZTS1	744	6	tf_targeting
Huangfu DE	MAEL	590	6	tf_targeting
Huangfu DE	MAF	713	6	tf_targeting
Huangfu DE	MAFA	375	6	tf_targeting
Huangfu DE	MAFB	759	6	tf_targeting
Huangfu DE	MAFF	1006	6	tf_targeting
Huangfu DE	MAFG	564	6	tf_targeting
Huangfu DE	MAFK	1136	6	tf_targeting
Huangfu DE	MALAT1	975	1	positive_control
Huangfu DE	MAP3K7	901	6	tf_targeting
Huangfu DE	MAPK8IP1	1884	12	tf_targeting
Huangfu DE	MARS	533	6	tf_targeting
Huangfu DE	MAX	774	6	tf_targeting
Huangfu DE	MAZ	564	6	tf_targeting
Huangfu DE	MBD1	667	6	tf_targeting
Huangfu DE	MBD2	770	6	tf_targeting
Huangfu DE	MBD3	711	6	tf_targeting
Huangfu DE	MBD4	735	6	tf_targeting
Huangfu DE	MBD6	521	6	tf_targeting
Huangfu DE	MBNL2	670	6	tf_targeting
Huangfu DE	MBNL3	751	6	tf_targeting
Huangfu DE	MECOM	771	6	tf_targeting
Huangfu DE	MECP2	708	6	tf_targeting
Huangfu DE	MED20	428	6	tf_targeting
Huangfu DE	MED8	504	6	tf_targeting
Huangfu DE	MEF2A	672	6	tf_targeting
Huangfu DE	MEF2B	1204	6	tf_targeting
Huangfu DE	MEF2C	797	6	tf_targeting
Huangfu DE	MEF2D	853	6	tf_targeting
Huangfu DE	MEIS1	706	6	tf_targeting
Huangfu DE	MEIS2	639	6	tf_targeting
Huangfu DE	MEIS3	1418	12	tf_targeting
Huangfu DE	MEOX1	551	6	tf_targeting
Huangfu DE	MEOX2	891	6	tf_targeting
Huangfu DE	MESP1	785	6	tf_targeting
Huangfu DE	MESP2	729	6	tf_targeting
Huangfu DE	MGA	613	6	tf_targeting
Huangfu DE	MIER1	1113	12	tf_targeting
Huangfu DE	MIER2	715	6	tf_targeting
Huangfu DE	MIER3	410	6	tf_targeting
Huangfu DE	MIS18BP1	85	6	tf_targeting
Huangfu DE	MITF	1454	12	tf_targeting
Huangfu DE	MIXL1	617	6	tf_targeting
Huangfu DE	MKX	1181	12	tf_targeting
Huangfu DE	MLLT1	435	6	tf_targeting
Huangfu DE	MLLT10	770	6	tf_targeting
Huangfu DE	MLLT3	1720	6	tf_targeting
Huangfu DE	MLX	377	6	tf_targeting
Huangfu DE	MLXIP	1364	6	tf_targeting
Huangfu DE	MLXIPL	746	6	tf_targeting
Huangfu DE	MMP3	501	6	tf_targeting
Huangfu DE	MNAT1	19	6	tf_targeting
Huangfu DE	MNT	1310	6	tf_targeting
Huangfu DE	MNX1	406	6	tf_targeting
Huangfu DE	MSANTD1	362	6	tf_targeting
Huangfu DE	MSANTD3	674	6	tf_targeting
Huangfu DE	MSANTD4	782	6	tf_targeting
Huangfu DE	MSC	746	6	tf_targeting
Huangfu DE	MSGN1	550	6	tf_targeting
Huangfu DE	MSLN	524	6	tf_targeting
Huangfu DE	MSX1	511	6	tf_targeting
Huangfu DE	MSX2	581	6	tf_targeting
Huangfu DE	MTA1	1293	6	tf_targeting
Huangfu DE	MTA2	483	6	tf_targeting
Huangfu DE	MTA3	245	6	tf_targeting
Huangfu DE	MTERF	645	6	tf_targeting
Huangfu DE	MTERFD1	169	6	tf_targeting
Huangfu DE	MTERFD2	519	6	tf_targeting
Huangfu DE	MTERFD3	817	6	tf_targeting
Huangfu DE	MTF1	719	6	tf_targeting
Huangfu DE	MTF2	913	6	tf_targeting
Huangfu DE	MXD1	1002	6	tf_targeting
Huangfu DE	MXD3	577	6	tf_targeting
Huangfu DE	MXD4	638	6	tf_targeting
Huangfu DE	MXI1	1627	12	tf_targeting
Huangfu DE	MYB	734	6	tf_targeting
Huangfu DE	MYBBP1A	106	6	tf_targeting
Huangfu DE	MYBL1	588	6	tf_targeting
Huangfu DE	MYBL2	133	6	tf_targeting
Huangfu DE	MYC	566	6	tf_targeting
Huangfu DE	MYCBP	936	6	tf_targeting
Huangfu DE	MYCL	474	6	tf_targeting
Huangfu DE	MYCN	1382	12	tf_targeting
Huangfu DE	MYEF2	1187	6	tf_targeting
Huangfu DE	MYF5	478	6	tf_targeting
Huangfu DE	MYF6	902	6	tf_targeting
Huangfu DE	MYNN	454	6	tf_targeting
Huangfu DE	MYOCD	503	6	tf_targeting
Huangfu DE	MYOD1	631	6	tf_targeting
Huangfu DE	MYOG	1066	6	tf_targeting
Huangfu DE	MYPOP	459	6	tf_targeting
Huangfu DE	MYRF	1490	12	tf_targeting
Huangfu DE	MYRFL	1039	6	tf_targeting
Huangfu DE	MYSM1	163	6	tf_targeting
Huangfu DE	MYT1	627	6	tf_targeting
Huangfu DE	MYT1L	662	6	tf_targeting
Huangfu DE	MZF1	775	6	tf_targeting
Huangfu DE	NACC2	313	6	tf_targeting
Huangfu DE	NAIF1	546	6	tf_targeting
Huangfu DE	NANOG	383	6	tf_targeting
Huangfu DE	NANOGNB	408	6	tf_targeting
Huangfu DE	NCL	1148	12	tf_targeting
Huangfu DE	NCOA1	832	6	tf_targeting
Huangfu DE	NCOA2	918	6	tf_targeting
Huangfu DE	NCOA3	540	6	tf_targeting
Huangfu DE	NCOA6	625	6	tf_targeting
Huangfu DE	NCOR1	421	6	tf_targeting
Huangfu DE	NCOR2	1576	12	tf_targeting
Huangfu DE	NELFE	531	6	tf_targeting
Huangfu DE	NEUROD1	741	6	tf_targeting
Huangfu DE	NEUROD2	440	6	tf_targeting
Huangfu DE	NEUROD4	766	6	tf_targeting
Huangfu DE	NEUROD6	601	6	tf_targeting
Huangfu DE	NEUROG1	550	6	tf_targeting
Huangfu DE	NEUROG2	882	6	tf_targeting
Huangfu DE	NEUROG3	671	6	tf_targeting
Huangfu DE	NF1	575	6	tf_targeting
Huangfu DE	NFAT5	863	6	tf_targeting
Huangfu DE	NFATC1	1142	12	tf_targeting
Huangfu DE	NFATC2	1136	12	tf_targeting
Huangfu DE	NFATC3	434	6	tf_targeting
Huangfu DE	NFATC4	624	6	tf_targeting
Huangfu DE	NFE2	660	6	tf_targeting
Huangfu DE	NFE2L1	767	6	tf_targeting
Huangfu DE	NFE2L2	1821	12	tf_targeting
Huangfu DE	NFE2L3	672	6	tf_targeting
Huangfu DE	NFE4	407	6	tf_targeting
Huangfu DE	NFIA	529	6	tf_targeting
Huangfu DE	NFIB	903	6	tf_targeting
Huangfu DE	NFIC	1319	12	tf_targeting
Huangfu DE	NFIL3	446	6	tf_targeting
Huangfu DE	NFIX	1656	12	tf_targeting
Huangfu DE	NFKB1	875	6	tf_targeting
Huangfu DE	NFKB2	346	6	tf_targeting
Huangfu DE	NFKBIA	1769	12	tf_targeting
Huangfu DE	NFKBIB	731	6	tf_targeting
Huangfu DE	NFKBID	1595	12	tf_targeting
Huangfu DE	NFKBIE	637	6	tf_targeting
Huangfu DE	NFKBIL1	422	6	tf_targeting
Huangfu DE	NFKBIZ	1932	12	tf_targeting
Huangfu DE	NFRKB	244	6	tf_targeting
Huangfu DE	NFX1	606	6	tf_targeting
Huangfu DE	NFXL1	668	6	tf_targeting
Huangfu DE	NFYA	1479	6	tf_targeting
Huangfu DE	NFYB	798	6	tf_targeting
Huangfu DE	NFYC	845	6	tf_targeting
Huangfu DE	NGFRAP1	3216	1	positive_control
Huangfu DE	NHLH1	902	6	tf_targeting
Huangfu DE	NHLH2	591	6	tf_targeting
Huangfu DE	NHP2	767	6	tf_targeting
Huangfu DE	NKRF	720	6	tf_targeting
Huangfu DE	NKX1-1	503	6	tf_targeting
Huangfu DE	NKX1-2	460	6	tf_targeting
Huangfu DE	NKX2-1	852	6	tf_targeting
Huangfu DE	NKX2-2	793	6	tf_targeting
Huangfu DE	NKX2-3	545	6	tf_targeting
Huangfu DE	NKX2-4	936	6	tf_targeting
Huangfu DE	NKX2-5	632	6	tf_targeting
Huangfu DE	NKX2-6	1051	6	tf_targeting
Huangfu DE	NKX2-8	561	6	tf_targeting
Huangfu DE	NKX3-1	870	6	tf_targeting
Huangfu DE	NKX3-2	703	6	tf_targeting
Huangfu DE	NKX6-1	430	6	tf_targeting
Huangfu DE	NKX6-2	638	6	tf_targeting
Huangfu DE	NKX6-3	741	6	tf_targeting
Huangfu DE	NME1-NME2	686	6	tf_targeting
Huangfu DE	NMI	514	6	tf_targeting
Huangfu DE	NOBOX	898	12	tf_targeting
Huangfu DE	NOC3L	66	6	tf_targeting
Huangfu DE	NONO	870	6	tf_targeting
Huangfu DE	NOTCH1	1985	12	tf_targeting
Huangfu DE	NOTO	471	6	tf_targeting
Huangfu DE	NOV	766	6	tf_targeting
Huangfu DE	NPAS1	593	6	tf_targeting
Huangfu DE	NPAS2	705	6	tf_targeting
Huangfu DE	NPAS3	894	6	tf_targeting
Huangfu DE	NPAS4	618	6	tf_targeting
Huangfu DE	NR0B1	728	6	tf_targeting
Huangfu DE	NR0B2	506	6	tf_targeting
Huangfu DE	NR1D1	1021	6	tf_targeting
Huangfu DE	NR1D2	934	6	tf_targeting
Huangfu DE	NR1H2	817	6	tf_targeting
Huangfu DE	NR1H3	1110	12	tf_targeting
Huangfu DE	NR1H4	849	6	tf_targeting
Huangfu DE	NR1I2	676	6	tf_targeting
Huangfu DE	NR1I3	654	6	tf_targeting
Huangfu DE	NR2C1	573	6	tf_targeting
Huangfu DE	NR2C2	693	6	tf_targeting
Huangfu DE	NR2E1	571	6	tf_targeting
Huangfu DE	NR2E3	389	6	tf_targeting
Huangfu DE	NR2F1	1050	6	tf_targeting
Huangfu DE	NR2F2	1181	6	tf_targeting
Huangfu DE	NR2F6	788	6	tf_targeting
Huangfu DE	NR3C1	994	6	tf_targeting
Huangfu DE	NR3C2	764	6	tf_targeting
Huangfu DE	NR4A1	630	6	tf_targeting
Huangfu DE	NR4A2	1972	12	tf_targeting
Huangfu DE	NR4A3	704	6	tf_targeting
Huangfu DE	NR5A1	715	6	tf_targeting
Huangfu DE	NR5A2	1337	12	tf_targeting
Huangfu DE	NR6A1	605	6	tf_targeting
Huangfu DE	NRF1	429	6	tf_targeting
Huangfu DE	NRL	1412	12	tf_targeting
Huangfu DE	OLIG1	594	6	tf_targeting
Huangfu DE	OLIG2	604	6	tf_targeting
Huangfu DE	OLIG3	480	6	tf_targeting
Huangfu DE	ONECUT1	569	6	tf_targeting
Huangfu DE	ONECUT2	712	6	tf_targeting
Huangfu DE	ONECUT3	630	6	tf_targeting
Huangfu DE	OR10G4	778	6	negative_control
Huangfu DE	OR10H2	1797	6	negative_control
Huangfu DE	OR10H5	1346	6	negative_control
Huangfu DE	OR10K1	1555	6	negative_control
Huangfu DE	OR10P1	1838	6	negative_control
Huangfu DE	OR10V1	813	6	negative_control
Huangfu DE	OR11H6	498	6	negative_control
Huangfu DE	OR11L1	1899	6	negative_control
Huangfu DE	OR12D2	1137	6	negative_control
Huangfu DE	OR12D3	1070	6	negative_control
Huangfu DE	OR13C9	973	6	negative_control
Huangfu DE	OR13G1	1771	6	negative_control
Huangfu DE	OR14J1	1007	6	negative_control
Huangfu DE	OR1J4	2010	6	negative_control
Huangfu DE	OR1L8	1942	6	negative_control
Huangfu DE	OR1M1	2072	6	negative_control
Huangfu DE	OR1N2	1082	6	negative_control
Huangfu DE	OR2A1	2068	6	negative_control
Huangfu DE	OR2A2	1209	6	negative_control
Huangfu DE	OR2AE1	1387	6	negative_control
Huangfu DE	OR2B2	1273	6	negative_control
Huangfu DE	OR2B3	2584	6	negative_control
Huangfu DE	OR2C3	1116	6	negative_control
Huangfu DE	OR2F2	1329	6	negative_control
Huangfu DE	OR2H1	1173	6	negative_control
Huangfu DE	OR2H2	869	6	negative_control
Huangfu DE	OR2J3	1015	6	negative_control
Huangfu DE	OR2M2	694	6	negative_control
Huangfu DE	OR2M3	994	6	negative_control
Huangfu DE	OR2T1	1422	6	negative_control
Huangfu DE	OR2T11	1416	6	negative_control
Huangfu DE	OR2T29	2066	6	negative_control
Huangfu DE	OR2T33	2176	6	negative_control
Huangfu DE	OR2T4	779	6	negative_control
Huangfu DE	OR2T5	1208	5	negative_control
Huangfu DE	OR2T6	1109	6	negative_control
Huangfu DE	OR2W1	540	6	negative_control
Huangfu DE	OR2Y1	744	6	negative_control
Huangfu DE	OR4A5	1185	6	negative_control
Huangfu DE	OR4B1	1159	6	negative_control
Huangfu DE	OR4C12	1752	6	negative_control
Huangfu DE	OR4C15	1108	6	negative_control
Huangfu DE	OR4C3	1136	6	negative_control
Huangfu DE	OR4C45	1132	6	negative_control
Huangfu DE	OR4D10	1513	6	negative_control
Huangfu DE	OR4D11	1064	6	negative_control
Huangfu DE	OR4D5	804	6	negative_control
Huangfu DE	OR4E2	1018	6	negative_control
Huangfu DE	OR4F5	1664	6	negative_control
Huangfu DE	OR4K13	1224	6	negative_control
Huangfu DE	OR4Q3	799	6	negative_control
Huangfu DE	OR51A2	1441	5	negative_control
Huangfu DE	OR51A4	2128	6	negative_control
Huangfu DE	OR51B4	1121	6	negative_control
Huangfu DE	OR51E2	1807	6	negative_control
Huangfu DE	OR51F1	983	6	negative_control
Huangfu DE	OR51F2	1348	6	negative_control
Huangfu DE	OR51L1	1314	6	negative_control
