2025-09-12 17:55:59.092831	https://www.encodeproject.org/report/?type=Experiment&replicates.library.biosample.donor.organism.scientific_name=Homo+sapiens&assay_title=TF+ChIP-seq&status=released&biosample_ontology.term_name=WTC11&files.file_type=bed+narrowPeak&limit=all
ID	Accession	Assay name	Assay title	Biosample classification	Target	Target of assay	Target gene symbol	Biosample summary	Biosample term name	Dbxrefs	Description	Lab	Project	Status	Files	Related series	Biosample accession	Biological replicate	Technical replicate	Linked antibody	Organism	Life stage	Biosample age	Biosample treatment	Biosample treatment ontology ID	Biosample treatment amount	Biosample treatment amount units	Biosample treatment duration	Biosample treatment duration units	Synchronization	Post-synchronization time	Post-synchronization time units	Biosample modification site target organism	Biosample modification site introduced gene organism	Replicates	Mixed biosamples	Cellular component	Library construction platform	Library construction method
/experiments/ENCSR156JWW/	ENCSR156JWW	ChIP-seq	TF ChIP-seq	cell line	/targets/ZNF263-human/	ZNF263	ZNF263	Homo sapiens WTC11 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF263	WTC11	GEO:GSE231170	ChIP-Seq on WTC11	Richard Myers, HAIB	ENCODE	released	/files/ENCFF265RTX/,/files/ENCFF911FIO/,/files/ENCFF339FRV/,/files/ENCFF785YWQ/,/files/ENCFF054CTH/,/files/ENCFF567RHY/,/files/ENCFF785UAA/,/files/ENCFF209UEC/,/files/ENCFF707CQN/,/files/ENCFF539XUI/,/files/ENCFF153ORY/,/files/ENCFF632GGZ/,/files/ENCFF197QTO/,/files/ENCFF162TWI/,/files/ENCFF465DEK/,/files/ENCFF531HRE/,/files/ENCFF911LCL/,/files/ENCFF908HHK/,/files/ENCFF893RTM/,/files/ENCFF463KDI/,/files/ENCFF248OUK/,/files/ENCFF696DMI/,/files/ENCFF150TVB/,/files/ENCFF909CYM/		ENCBS934MHI,ENCBS000LNN	1,2	1	ENCAB697XQW	Homo sapiens	adult	30 years										/organisms/human/		/replicates/25bac911-6b82-4836-b607-33d461d4cfb8/,/replicates/e89166fb-8ba1-4f9e-babc-0757b90f6f77/				
/experiments/ENCSR564TIP/	ENCSR564TIP	ChIP-seq	TF ChIP-seq	cell line	/targets/CREM-human/	CREM	CREM	Homo sapiens WTC11 genetically modified (insertion) using CRISPR targeting H. sapiens CREM	WTC11	GEO:GSE230926	ChIP-Seq on WTC11	Richard Myers, HAIB	ENCODE	released	/files/ENCFF308VGQ/,/files/ENCFF143ROA/,/files/ENCFF878OOH/,/files/ENCFF919CRO/,/files/ENCFF683FGV/,/files/ENCFF856UKY/,/files/ENCFF050DQO/,/files/ENCFF174XKI/,/files/ENCFF962SGN/,/files/ENCFF557STJ/,/files/ENCFF933INI/,/files/ENCFF264ULX/,/files/ENCFF231YGW/,/files/ENCFF265YCB/,/files/ENCFF189IQH/,/files/ENCFF007JCQ/,/files/ENCFF753DKB/,/files/ENCFF703PTV/,/files/ENCFF893GOI/,/files/ENCFF183KYD/,/files/ENCFF486QFD/,/files/ENCFF775URB/,/files/ENCFF209ZUE/,/files/ENCFF394JHS/		ENCBS156UXS,ENCBS737MIG	1,2	1	ENCAB697XQW	Homo sapiens	adult	30 years										/organisms/human/		/replicates/2d482dad-664e-44c7-81d3-27311f76921a/,/replicates/7d783c36-17fe-4733-9ce1-04599dff15e5/				
/experiments/ENCSR146UIC/	ENCSR146UIC	ChIP-seq	TF ChIP-seq	cell line	/targets/NFYB-human/	NFYB	NFYB	Homo sapiens WTC11 genetically modified (insertion) using CRISPR targeting H. sapiens NFYB	WTC11	GEO:GSE231146	ChIP-Seq on WTC11	Richard Myers, HAIB	ENCODE	released	/files/ENCFF072ABD/,/files/ENCFF067ZNQ/,/files/ENCFF765MOP/,/files/ENCFF567JVV/,/files/ENCFF699WQY/,/files/ENCFF720VSC/,/files/ENCFF680QOH/,/files/ENCFF222AKU/,/files/ENCFF581EAU/,/files/ENCFF833CAZ/,/files/ENCFF559YDX/,/files/ENCFF977HZZ/,/files/ENCFF552QUI/,/files/ENCFF123WKX/,/files/ENCFF015TTA/,/files/ENCFF210WGP/,/files/ENCFF202HOU/,/files/ENCFF799ATU/,/files/ENCFF191KXX/,/files/ENCFF619WZV/,/files/ENCFF677PQV/,/files/ENCFF751ZTQ/,/files/ENCFF519JHG/,/files/ENCFF871GRT/		ENCBS978PYK,ENCBS402ETK	2,1	1	ENCAB697XQW	Homo sapiens	adult	30 years										/organisms/human/		/replicates/690744dd-74c4-4ab7-8a7c-a248ca01d6ea/,/replicates/9e098ef0-fd5f-4d9b-b5e9-545b64527633/				
/experiments/ENCSR928BPP/	ENCSR928BPP	ChIP-seq	TF ChIP-seq	cell line	/targets/ATF2-human/	ATF2	ATF2	Homo sapiens WTC11 genetically modified (insertion) using CRISPR targeting H. sapiens ATF2	WTC11	GEO:GSE231210	ChIP-Seq on WTC11	Richard Myers, HAIB	ENCODE	released	/files/ENCFF729DKU/,/files/ENCFF417LMC/,/files/ENCFF044TEF/,/files/ENCFF969FVN/,/files/ENCFF556ELQ/,/files/ENCFF907DOJ/,/files/ENCFF642ZSO/,/files/ENCFF638EJL/,/files/ENCFF536GEC/,/files/ENCFF857MZA/,/files/ENCFF229JYB/,/files/ENCFF248AQK/,/files/ENCFF244SAF/,/files/ENCFF879FHX/,/files/ENCFF549MCE/,/files/ENCFF270MRV/,/files/ENCFF834NGM/,/files/ENCFF671PCI/,/files/ENCFF601LGK/,/files/ENCFF691PNR/,/files/ENCFF632CEF/,/files/ENCFF885OBU/,/files/ENCFF977AOK/,/files/ENCFF726ENL/		ENCBS816PVL,ENCBS927OAO	2,1	1	ENCAB697XQW	Homo sapiens	adult	30 years										/organisms/human/		/replicates/a5d44549-ef99-4c96-b174-334051609943/,/replicates/bcdf0ef8-f4af-42e9-8f59-976166f39394/				
/experiments/ENCSR004HEA/	ENCSR004HEA	ChIP-seq	TF ChIP-seq	cell line	/targets/OTX2-human/	OTX2	OTX2	Homo sapiens WTC11 genetically modified (insertion) using CRISPR targeting H. sapiens OTX2	WTC11	GEO:GSE174878	eGFP-OTX2 ChIP-seq on human WTC11	Michael Snyder, Stanford	ENCODE	released	/files/ENCFF773CYV/,/files/ENCFF447BYL/,/files/ENCFF845SZT/,/files/ENCFF210AAB/,/files/ENCFF346NWC/,/files/ENCFF273DMP/,/files/ENCFF200AEP/,/files/ENCFF634NAO/,/files/ENCFF441EVA/,/files/ENCFF287WKB/,/files/ENCFF460RFU/,/files/ENCFF943NSA/,/files/ENCFF049TPN/,/files/ENCFF661XFG/,/files/ENCFF941XRN/,/files/ENCFF442VPN/,/files/ENCFF602MMP/,/files/ENCFF626IYN/,/files/ENCFF371GHL/,/files/ENCFF277WEJ/,/files/ENCFF479SAF/,/files/ENCFF408APT/,/files/ENCFF753CNJ/,/files/ENCFF994TBJ/,/files/ENCFF626RGM/,/files/ENCFF344TDJ/		ENCBS888MUA,ENCBS048CCX	1,2	1	ENCAB728YTO	Homo sapiens	adult	30 years										/organisms/human/		/replicates/1c49a528-ace0-45fa-8db9-f8cbd1cf189d/,/replicates/1ead8de6-1b11-4931-9c21-2e3fedcc3425/				
/experiments/ENCSR027BEE/	ENCSR027BEE	ChIP-seq	TF ChIP-seq	cell line	/targets/CDX4-human/	CDX4	CDX4	Homo sapiens WTC11 genetically modified (insertion) using CRISPR targeting H. sapiens CDX4	WTC11	GEO:GSE187141	eGFP-CDX4 ChIP-seq on human WTC11	Michael Snyder, Stanford	ENCODE	released	/files/ENCFF325QHM/,/files/ENCFF558WQU/,/files/ENCFF748IKL/,/files/ENCFF235PMV/,/files/ENCFF271MWC/,/files/ENCFF048UIS/,/files/ENCFF178VJM/,/files/ENCFF609NPT/,/files/ENCFF419ZLR/,/files/ENCFF435MVG/,/files/ENCFF342IYP/,/files/ENCFF385HFM/,/files/ENCFF115PQS/,/files/ENCFF718DGN/,/files/ENCFF295ASE/,/files/ENCFF396WCK/,/files/ENCFF037VYN/,/files/ENCFF150TBU/,/files/ENCFF353JBO/,/files/ENCFF805HUO/,/files/ENCFF486CAN/,/files/ENCFF672UXM/,/files/ENCFF395PGH/,/files/ENCFF600OLQ/,/files/ENCFF570OJT/,/files/ENCFF793EPM/,/files/ENCFF371MSO/,/files/ENCFF658WJF/,/files/ENCFF037TCL/,/files/ENCFF283LTO/		ENCBS376SWR,ENCBS848ZMN	1,2	1	ENCAB728YTO	Homo sapiens	adult	30 years										/organisms/human/		/replicates/1dceeac8-5626-47dd-af5d-1eac5c9e0f12/,/replicates/15b5cc17-a0af-44d6-95e9-2bebabcd8c75/				
/experiments/ENCSR513WUJ/	ENCSR513WUJ	ChIP-seq	TF ChIP-seq	cell line	/targets/SIX4-human/	SIX4	SIX4	Homo sapiens WTC11 genetically modified (insertion) using CRISPR targeting H. sapiens SIX4	WTC11	GEO:GSE231255	ChIP-Seq on WTC11	Richard Myers, HAIB	ENCODE	released	/files/ENCFF017RHN/,/files/ENCFF305CDJ/,/files/ENCFF432WLZ/,/files/ENCFF933JJF/,/files/ENCFF613SHM/,/files/ENCFF113NKR/,/files/ENCFF726OAN/,/files/ENCFF625HPJ/,/files/ENCFF497CQW/,/files/ENCFF229NFE/,/files/ENCFF976QRE/,/files/ENCFF688SYZ/,/files/ENCFF898MBE/,/files/ENCFF146MCF/,/files/ENCFF057NLK/,/files/ENCFF269DUJ/,/files/ENCFF120APU/,/files/ENCFF932NCS/,/files/ENCFF847XQW/,/files/ENCFF092IJJ/,/files/ENCFF874FOJ/,/files/ENCFF825MTJ/,/files/ENCFF891HYW/,/files/ENCFF967LGI/		ENCBS944PMI,ENCBS982YED	1,2	1	ENCAB697XQW	Homo sapiens	adult	30 years										/organisms/human/		/replicates/65ebd23a-625f-40a3-b29e-861158ea1d62/,/replicates/437754bc-062f-4ecd-8aa3-dbce82b8e1c9/				
/experiments/ENCSR795KRU/	ENCSR795KRU	ChIP-seq	TF ChIP-seq	cell line	/targets/ZNF317-human/	ZNF317	ZNF317	Homo sapiens WTC11 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF317	WTC11	GEO:GSE230977	ChIP-Seq on WTC11	Richard Myers, HAIB	ENCODE	released	/files/ENCFF113WVL/,/files/ENCFF354OQX/,/files/ENCFF658TBF/,/files/ENCFF320KWM/,/files/ENCFF837JSK/,/files/ENCFF214GUH/,/files/ENCFF948KXZ/,/files/ENCFF815BZW/,/files/ENCFF342TZO/,/files/ENCFF012XUO/,/files/ENCFF039JCZ/,/files/ENCFF758TFK/,/files/ENCFF360BFI/,/files/ENCFF674EGM/,/files/ENCFF213SUZ/,/files/ENCFF246ZIO/,/files/ENCFF058BYV/,/files/ENCFF708NGR/,/files/ENCFF536WAN/,/files/ENCFF859KDF/,/files/ENCFF696HFO/,/files/ENCFF929XBE/,/files/ENCFF537KXI/,/files/ENCFF752UWU/		ENCBS921FMN,ENCBS400XVC	1,2	1	ENCAB697XQW	Homo sapiens	adult	30 years										/organisms/human/		/replicates/17032146-196d-42a3-897e-71da3658485f/,/replicates/eb49568a-5ce5-47e7-bf9b-ff3d9ed4970e/				
/experiments/ENCSR744RAS/	ENCSR744RAS	ChIP-seq	TF ChIP-seq	cell line	/targets/GRHL2-human/	GRHL2	GRHL2	Homo sapiens WTC11 genetically modified (insertion) using CRISPR targeting H. sapiens GRHL2	WTC11	GEO:GSE230913	eGFP-GRHL2 ChIP-seq on human WTC11	Michael Snyder, Stanford	ENCODE	released	/files/ENCFF626ZFO/,/files/ENCFF042XLI/,/files/ENCFF766GXZ/,/files/ENCFF130DOT/,/files/ENCFF680WSB/,/files/ENCFF633LKZ/,/files/ENCFF147IEL/,/files/ENCFF101MTR/,/files/ENCFF066KAQ/,/files/ENCFF924UYB/,/files/ENCFF550KWY/,/files/ENCFF938YEK/,/files/ENCFF817QCW/,/files/ENCFF603PTB/,/files/ENCFF400EYT/,/files/ENCFF535UAS/,/files/ENCFF922BYR/,/files/ENCFF398YBP/,/files/ENCFF885XKL/,/files/ENCFF745BUI/,/files/ENCFF829RMW/,/files/ENCFF259JNU/,/files/ENCFF105GQI/,/files/ENCFF753EEL/,/files/ENCFF756AKP/,/files/ENCFF690QZI/		ENCBS289EQQ,ENCBS966TKS	1,2	1	ENCAB728YTO	Homo sapiens	adult	30 years										/organisms/human/		/replicates/9b7ce142-234b-4077-b881-72537f570974/,/replicates/e62c24aa-5d2f-458e-8a2a-64a4547106dd/				
/experiments/ENCSR426WZU/	ENCSR426WZU	ChIP-seq	TF ChIP-seq	cell line	/targets/EGR1-human/	EGR1	EGR1	Homo sapiens WTC11 genetically modified (insertion) using CRISPR targeting H. sapiens EGR1, (insertion) using TALEN inserting M. musculus Neurog2	WTC11	GEO:GSE231149	EGR1 ChIP-seq on human WTC11	Michael Snyder, Stanford	ENCODE	released	/files/ENCFF965KOG/,/files/ENCFF042DLH/,/files/ENCFF371JQY/,/files/ENCFF544DNG/,/files/ENCFF063SJJ/,/files/ENCFF275UKQ/,/files/ENCFF540IQT/,/files/ENCFF936YHY/,/files/ENCFF700IOF/,/files/ENCFF546ZTF/,/files/ENCFF710WAW/,/files/ENCFF964GWF/,/files/ENCFF507YEP/,/files/ENCFF075ROK/,/files/ENCFF270GSZ/,/files/ENCFF164TUF/,/files/ENCFF010ABN/,/files/ENCFF860SFP/,/files/ENCFF980KFI/,/files/ENCFF989WLV/,/files/ENCFF904FUC/,/files/ENCFF383TWP/,/files/ENCFF602ZZC/,/files/ENCFF194EOM/,/files/ENCFF267KCS/,/files/ENCFF709WYC/		ENCBS377DSJ,ENCBS071ERT	1,2	1	ENCAB697XQW	Homo sapiens	adult	30 years										/organisms/human/	/organisms/mouse/	/replicates/af61879c-6dfb-441f-8f4c-49ea035d70f5/,/replicates/3db6921e-7f9c-4373-811c-27c889a33432/				
/experiments/ENCSR473ASI/	ENCSR473ASI	ChIP-seq	TF ChIP-seq	cell line	/targets/ELF4-human/	ELF4	ELF4	Homo sapiens WTC11 genetically modified (insertion) using CRISPR targeting H. sapiens ELF4	WTC11	GEO:GSE231199	ChIP-Seq on WTC11	Richard Myers, HAIB	ENCODE	released	/files/ENCFF843CTU/,/files/ENCFF899NBO/,/files/ENCFF541EBG/,/files/ENCFF909MAB/,/files/ENCFF268JIB/,/files/ENCFF231DIZ/,/files/ENCFF479DUS/,/files/ENCFF652FMU/,/files/ENCFF009HVD/,/files/ENCFF033VVO/,/files/ENCFF716GXV/,/files/ENCFF062MSA/,/files/ENCFF032BAZ/,/files/ENCFF758ACE/,/files/ENCFF130DZU/,/files/ENCFF821GOQ/,/files/ENCFF941FMP/,/files/ENCFF567ADL/,/files/ENCFF842BEH/,/files/ENCFF161SOO/,/files/ENCFF032APD/,/files/ENCFF177GDY/,/files/ENCFF789GJO/,/files/ENCFF880OCM/		ENCBS380BIX,ENCBS610MJT	1,2	1	ENCAB697XQW	Homo sapiens	adult	30 years										/organisms/human/		/replicates/4e060e70-307c-4335-8e13-7292fc2db201/,/replicates/4c3a51da-e598-4609-877d-0e8368a9324b/				
/experiments/ENCSR285HHZ/	ENCSR285HHZ	ChIP-seq	TF ChIP-seq	cell line	/targets/TEAD4-human/	TEAD4	TEAD4	Homo sapiens WTC11 genetically modified (insertion) using CRISPR targeting H. sapiens TEAD4	WTC11	GEO:GSE230965	ChIP-Seq on WTC11	Richard Myers, HAIB	ENCODE	released	/files/ENCFF956LIN/,/files/ENCFF177MBP/,/files/ENCFF385ITW/,/files/ENCFF468BOW/,/files/ENCFF089OKN/,/files/ENCFF602FXL/,/files/ENCFF226HCP/,/files/ENCFF181CLG/,/files/ENCFF082BHP/,/files/ENCFF422IOX/,/files/ENCFF158OCE/,/files/ENCFF213MEA/,/files/ENCFF182YRI/,/files/ENCFF382BMB/,/files/ENCFF790QVT/,/files/ENCFF212ITG/,/files/ENCFF681AWU/,/files/ENCFF204LAG/,/files/ENCFF114TZS/,/files/ENCFF065PXK/,/files/ENCFF109TQG/,/files/ENCFF694PBI/,/files/ENCFF724VGO/,/files/ENCFF415SVW/		ENCBS077HCB,ENCBS750MUD	1,2	1	ENCAB697XQW	Homo sapiens	adult	30 years										/organisms/human/		/replicates/1b2ca4df-93d8-41da-af96-86eaa9988106/,/replicates/7eed25e6-77d8-4334-9a66-2d3c861f9b13/				
/experiments/ENCSR859ZAC/	ENCSR859ZAC	ChIP-seq	TF ChIP-seq	cell line	/targets/MYBL2-human/	MYBL2	MYBL2	Homo sapiens WTC11 genetically modified (insertion) using CRISPR targeting H. sapiens MYBL2	WTC11	GEO:GSE231098	ChIP-Seq on WTC11	Richard Myers, HAIB	ENCODE	released	/files/ENCFF035KEI/,/files/ENCFF665EJU/,/files/ENCFF141GQF/,/files/ENCFF517JGL/,/files/ENCFF565HRH/,/files/ENCFF424CVS/,/files/ENCFF228XLU/,/files/ENCFF391LYT/,/files/ENCFF249FQJ/,/files/ENCFF015XCZ/,/files/ENCFF312AYY/,/files/ENCFF960VOH/,/files/ENCFF218TGA/,/files/ENCFF549HOG/,/files/ENCFF834JYW/,/files/ENCFF624NMN/,/files/ENCFF882WEQ/,/files/ENCFF820QYG/,/files/ENCFF757NRA/,/files/ENCFF946KCK/,/files/ENCFF288SEP/,/files/ENCFF550VIT/,/files/ENCFF073KLN/,/files/ENCFF166TKT/		ENCBS925DEQ,ENCBS072NJS	1,2	1	ENCAB697XQW	Homo sapiens	adult	30 years										/organisms/human/		/replicates/5b68d974-3c37-4132-adf7-df29a286efb3/,/replicates/3bbf05db-93cc-4096-891a-ce19b550bd05/				
/experiments/ENCSR422ODX/	ENCSR422ODX	ChIP-seq	TF ChIP-seq	cell line	/targets/ZNF396-human/	ZNF396	ZNF396	Homo sapiens WTC11 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF396	WTC11	GEO:GSE209252	eGFP-ZNF396 ChIP-seq on human WTC11	Michael Snyder, Stanford	ENCODE	released	/files/ENCFF241ZEL/,/files/ENCFF988GRU/,/files/ENCFF248HTD/,/files/ENCFF151UNK/,/files/ENCFF516MBE/,/files/ENCFF899NDG/,/files/ENCFF106EMF/,/files/ENCFF401VLA/,/files/ENCFF636EFK/,/files/ENCFF954UHA/,/files/ENCFF762BSX/,/files/ENCFF639ZKJ/,/files/ENCFF666JES/,/files/ENCFF649KQQ/,/files/ENCFF087MTO/,/files/ENCFF256QNM/,/files/ENCFF587VNH/,/files/ENCFF147TQE/,/files/ENCFF475PAA/,/files/ENCFF776JWJ/,/files/ENCFF077IAP/,/files/ENCFF491XNC/,/files/ENCFF755TMJ/,/files/ENCFF854EIW/,/files/ENCFF406QJH/,/files/ENCFF492UXB/		ENCBS981BOA,ENCBS638NFH	1,2	1	ENCAB728YTO	Homo sapiens	adult	30 years										/organisms/human/		/replicates/e9dcb72e-f3cf-4001-906c-6fa8a55663a8/,/replicates/1fc850be-b1ad-4e79-aae0-1e18ba5f22ae/				
/experiments/ENCSR583CGO/	ENCSR583CGO	ChIP-seq	TF ChIP-seq	cell line	/targets/SP1-human/	SP1	SP1	Homo sapiens WTC11 genetically modified (insertion) using CRISPR targeting H. sapiens SP1	WTC11	GEO:GSE230964	ChIP-Seq on WTC11	Richard Myers, HAIB	ENCODE	released	/files/ENCFF397CIR/,/files/ENCFF175PCI/,/files/ENCFF420SVW/,/files/ENCFF512LWM/,/files/ENCFF367PWE/,/files/ENCFF560OHN/,/files/ENCFF331JQX/,/files/ENCFF618RRR/,/files/ENCFF987PPE/,/files/ENCFF174HVI/,/files/ENCFF078ECW/,/files/ENCFF979XMO/,/files/ENCFF842XVI/,/files/ENCFF846NPR/,/files/ENCFF514ZBL/,/files/ENCFF699SMR/,/files/ENCFF384KOP/,/files/ENCFF752XUO/,/files/ENCFF788ASV/,/files/ENCFF486TOR/,/files/ENCFF854DMH/,/files/ENCFF280RJD/,/files/ENCFF319FKO/,/files/ENCFF688PEU/		ENCBS806IRC,ENCBS047LAF	1,2	1	ENCAB697XQW	Homo sapiens	adult	30 years										/organisms/human/		/replicates/6f8fa91e-69d3-4525-a5a2-c11c09c10427/,/replicates/5490f4d1-8cd9-4e1c-b8a2-e7e7961dc789/				
/experiments/ENCSR963EQY/	ENCSR963EQY	ChIP-seq	TF ChIP-seq	cell line	/targets/NR1H2-human/	NR1H2	NR1H2	Homo sapiens WTC11 genetically modified (insertion) using CRISPR targeting H. sapiens NR1H2	WTC11	GEO:GSE187841	ChIP-Seq on WTC11	Richard Myers, HAIB	ENCODE	released	/files/ENCFF812UDT/,/files/ENCFF100JVL/,/files/ENCFF750PMJ/,/files/ENCFF739ITY/,/files/ENCFF655XIB/,/files/ENCFF539LFI/,/files/ENCFF980MIQ/,/files/ENCFF595KPG/,/files/ENCFF548XDK/,/files/ENCFF239XSW/,/files/ENCFF509PLF/,/files/ENCFF460ZLY/,/files/ENCFF028IPO/,/files/ENCFF532UVE/,/files/ENCFF426TYG/,/files/ENCFF058WNM/,/files/ENCFF411ZEG/,/files/ENCFF973NTG/,/files/ENCFF553HFA/,/files/ENCFF386FJZ/,/files/ENCFF869HNN/,/files/ENCFF215PYE/,/files/ENCFF434STO/,/files/ENCFF124MZI/		ENCBS951DZD,ENCBS638AJL	1,2	1	ENCAB697XQW	Homo sapiens	adult	30 years										/organisms/human/		/replicates/cd3b465f-587b-40ce-88d2-af31209f7880/,/replicates/af018964-5030-479c-b34a-19c997f0c82a/				
/experiments/ENCSR373ZOY/	ENCSR373ZOY	ChIP-seq	TF ChIP-seq	cell line	/targets/MLX-human/	MLX	MLX	Homo sapiens WTC11 genetically modified (insertion) using CRISPR targeting H. sapiens MLX	WTC11	GEO:GSE231072	ChIP-Seq on WTC11	Richard Myers, HAIB	ENCODE	released	/files/ENCFF800ZJV/,/files/ENCFF127NOI/,/files/ENCFF062IJE/,/files/ENCFF018RSI/,/files/ENCFF877MVP/,/files/ENCFF095QQC/,/files/ENCFF986JBP/,/files/ENCFF116OCE/,/files/ENCFF867EXI/,/files/ENCFF526WXT/,/files/ENCFF569REW/,/files/ENCFF995MOG/,/files/ENCFF546VLC/,/files/ENCFF923KEZ/,/files/ENCFF934HZL/,/files/ENCFF345YPS/,/files/ENCFF599ZYM/,/files/ENCFF076CNH/,/files/ENCFF269CPF/,/files/ENCFF439GJB/,/files/ENCFF358MHC/,/files/ENCFF304WZV/,/files/ENCFF823XOY/,/files/ENCFF889VRU/		ENCBS158GNT,ENCBS502ISW	1,2	1	ENCAB697XQW	Homo sapiens	adult	30 years										/organisms/human/		/replicates/8d0c14f5-62a4-47bf-bfcf-6f3f2315b294/,/replicates/efdcd8dd-0c3c-4f5e-9174-dbf4a4af48ac/				
/experiments/ENCSR572DUR/	ENCSR572DUR	ChIP-seq	TF ChIP-seq	cell line	/targets/FOS-human/	FOS	FOS	Homo sapiens WTC11 genetically modified (insertion) using CRISPR targeting H. sapiens FOS, (insertion) using TALEN inserting M. musculus Neurog2	WTC11	GEO:GSE230955	eGFP-FOS ChIP-seq on human WTC11	Michael Snyder, Stanford	ENCODE	released	/files/ENCFF717APQ/,/files/ENCFF449NHZ/,/files/ENCFF465DFN/,/files/ENCFF689NIA/,/files/ENCFF592LQL/,/files/ENCFF576XPF/,/files/ENCFF849RNS/,/files/ENCFF957TZQ/,/files/ENCFF065XVN/,/files/ENCFF004LPF/,/files/ENCFF823AFF/,/files/ENCFF667WKV/,/files/ENCFF166YHL/,/files/ENCFF468VMB/,/files/ENCFF791GEF/,/files/ENCFF073CMH/,/files/ENCFF554NGR/,/files/ENCFF358ASE/,/files/ENCFF789OPZ/,/files/ENCFF249EYJ/,/files/ENCFF574QJR/,/files/ENCFF294FXT/,/files/ENCFF636XEO/,/files/ENCFF995PWI/,/files/ENCFF924VDG/,/files/ENCFF797YHL/		ENCBS749MYI,ENCBS264HOU	1,2	1	ENCAB728YTO	Homo sapiens	adult	30 years										/organisms/human/	/organisms/mouse/	/replicates/a7f91ff1-a911-470c-b3a5-b49de4cac241/,/replicates/da0de2c7-1af7-416a-904b-788425eba8ff/				
/experiments/ENCSR029TLS/	ENCSR029TLS	ChIP-seq	TF ChIP-seq	cell line	/targets/ETV6-human/	ETV6	ETV6	Homo sapiens WTC11 genetically modified (insertion) using CRISPR targeting H. sapiens ETV6	WTC11	GEO:GSE230935	ChIP-Seq on WTC11	Richard Myers, HAIB	ENCODE	released	/files/ENCFF348RHM/,/files/ENCFF107DCK/,/files/ENCFF672UDN/,/files/ENCFF339TOT/,/files/ENCFF530SWY/,/files/ENCFF437ZIU/,/files/ENCFF752ZCX/,/files/ENCFF069XSD/,/files/ENCFF922BHK/,/files/ENCFF260XJF/,/files/ENCFF121FQK/,/files/ENCFF822KAU/,/files/ENCFF355TOE/,/files/ENCFF008QFJ/,/files/ENCFF105UJB/,/files/ENCFF242AZZ/,/files/ENCFF663ZKU/,/files/ENCFF673VFP/,/files/ENCFF686KMB/,/files/ENCFF448AWB/,/files/ENCFF290GKF/,/files/ENCFF790USB/,/files/ENCFF627NDP/,/files/ENCFF812SCD/		ENCBS218PDC,ENCBS564MHV	1,2	1	ENCAB697XQW	Homo sapiens	adult	30 years										/organisms/human/		/replicates/f13d4363-565e-4321-ae81-5ec240d66fc8/,/replicates/97d26a5c-f431-4ea0-b11d-4166a0a0fc54/				
/experiments/ENCSR634WRC/	ENCSR634WRC	ChIP-seq	TF ChIP-seq	cell line	/targets/ZNF512-human/	ZNF512	ZNF512	Homo sapiens WTC11 genetically modified (insertion) using CRISPR targeting H. sapiens ZNF512	WTC11	GEO:GSE231053	ChIP-Seq on WTC11	Richard Myers, HAIB	ENCODE	released	/files/ENCFF108FKA/,/files/ENCFF303EQM/,/files/ENCFF159NMT/,/files/ENCFF701IFG/,/files/ENCFF402KRO/,/files/ENCFF389NGF/,/files/ENCFF264VAP/,/files/ENCFF136YOI/,/files/ENCFF830JIQ/,/files/ENCFF372QLZ/,/files/ENCFF391KKB/,/files/ENCFF459RPY/,/files/ENCFF718XHQ/,/files/ENCFF588RLH/,/files/ENCFF242GJL/,/files/ENCFF363YXG/,/files/ENCFF979ABJ/,/files/ENCFF094QKR/,/files/ENCFF545DCW/,/files/ENCFF584XCC/,/files/ENCFF319LFE/,/files/ENCFF395KYQ/,/files/ENCFF086TTM/,/files/ENCFF965NXJ/		ENCBS057ZJF,ENCBS062WQP	1,2	1	ENCAB697XQW	Homo sapiens	adult	30 years										/organisms/human/		/replicates/980dd70a-6cac-4103-a2f3-803f87a20901/,/replicates/52f5b797-1466-4321-a3be-f8096c3fb8c2/				
/experiments/ENCSR507RVF/	ENCSR507RVF	ChIP-seq	TF ChIP-seq	cell line	/targets/FOXP4-human/	FOXP4	FOXP4	Homo sapiens WTC11 genetically modified (insertion) using CRISPR targeting H. sapiens FOXP4	WTC11	GEO:GSE231242	ChIP-Seq on WTC11	Richard Myers, HAIB	ENCODE	released	/files/ENCFF510YYX/,/files/ENCFF303DZB/,/files/ENCFF709QCS/,/files/ENCFF661JAO/,/files/ENCFF352WAX/,/files/ENCFF656QBR/,/files/ENCFF190MOK/,/files/ENCFF153ODP/,/files/ENCFF708TAF/,/files/ENCFF286LWH/,/files/ENCFF210LYR/,/files/ENCFF995ICR/,/files/ENCFF172KCZ/,/files/ENCFF792FMQ/,/files/ENCFF549DYD/,/files/ENCFF903SZP/,/files/ENCFF777MWC/,/files/ENCFF291ODQ/,/files/ENCFF713MVD/,/files/ENCFF256UFY/,/files/ENCFF246FFA/,/files/ENCFF420WSL/,/files/ENCFF016PKF/,/files/ENCFF062QFO/		ENCBS088WWJ,ENCBS585YJG	1,2	1	ENCAB697XQW	Homo sapiens	adult	30 years										/organisms/human/		/replicates/69e69561-9311-4784-ac4c-8ed45c9b59c6/,/replicates/f6e11d4f-561d-4742-bf1f-9c2a4f7432a0/				
